主索节点1,X坐标（米）,Y坐标（米）,Z坐标（米）,主索节点1,X坐标（米）,Y坐标（米）,Z坐标（米）,主索节点3,X坐标（米）,Y坐标（米）,Z坐标（米）
B147,142.0063,27.213,-263.3133,B164,149.131,35.411,-258.3528,B165,152.4828,24.09,-257.6992
B148,145.2491,15.865,-262.4713,B149,148.2739,4.525,-261.2175,B166,155.5983,12.731,-256.6462
B148,145.2491,15.865,-262.4713,B165,152.4828,24.09,-257.6992,B166,155.5983,12.731,-256.6462
B149,148.2739,4.525,-261.2175,B150,151.1111,-6.96,-259.5326,B167,158.5493,1.258,-255.1484
B149,148.2739,4.525,-261.2175,B166,155.5983,12.731,-256.6462,B167,158.5493,1.258,-255.1484
B150,151.1111,-6.96,-259.5326,B151,153.698,-18.287,-257.4542,B168,161.2499,-10.218,-253.2474
B150,151.1111,-6.96,-259.5326,B167,158.5493,1.258,-255.1484,B168,161.2499,-10.218,-253.2474
B151,153.698,-18.287,-257.4542,B152,156.0653,-29.609,-254.9648,B169,163.7303,-21.547,-250.9348
B151,153.698,-18.287,-257.4542,B168,161.2499,-10.218,-253.2474,B169,163.7303,-21.547,-250.9348
B152,156.0653,-29.609,-254.9648,B153,158.2005,-40.853,-252.0788,B170,165.957,-32.841,-248.2334
B152,156.0653,-29.609,-254.9648,B169,163.7303,-21.547,-250.9348,B170,165.957,-32.841,-248.2334
B153,158.2005,-40.853,-252.0788,C137,158.5168,-51.505,-249.9196,B171,166.4094,-43.522,-246.2801
B153,158.2005,-40.853,-252.0788,B170,165.957,-32.841,-248.2334,B171,166.4094,-43.522,-246.2801
C137,158.5168,-51.505,-249.9196,C138,152.0002,-59.936,-252.0788,C155,160.2098,-62.602,-246.2801
C137,158.5168,-51.505,-249.9196,B171,166.4094,-43.522,-246.2801,C154,166.6439,-54.145,-244.0045
C137,158.5168,-51.505,-249.9196,C154,166.6439,-54.145,-244.0045,C155,160.2098,-62.602,-246.2801
C138,152.0002,-59.936,-252.0788,C139,143.6637,-67.778,-254.9648,C156,153.566,-70.977,-248.2334
C138,152.0002,-59.936,-252.0788,C155,160.2098,-62.602,-246.2801,C156,153.566,-70.977,-248.2334
C139,143.6637,-67.778,-254.9648,C140,135.0933,-75.546,-257.4542,C157,145.1256,-78.806,-250.9348
C139,143.6637,-67.778,-254.9648,C156,153.566,-70.977,-248.2334,C157,145.1256,-78.806,-250.9348
C140,135.0933,-75.546,-257.4542,C141,126.3425,-83.19,-259.5326,C158,136.4603,-86.513,-253.2474
C140,135.0933,-75.546,-257.4542,C157,145.1256,-78.806,-250.9348,C158,136.4603,-86.513,-253.2474
C141,126.3425,-83.19,-259.5326,C142,117.2968,-90.813,-261.2175,C159,127.5302,-94.21,-255.1484
C141,126.3425,-83.19,-259.5326,C158,136.4603,-86.513,-253.2474,C159,127.5302,-94.21,-255.1484
C142,117.2968,-90.813,-261.2175,C143,108.1843,-98.209,-262.4713,C160,118.3985,-101.758,-256.6462
C142,117.2968,-90.813,-261.2175,C159,127.5302,-94.21,-255.1484,C160,118.3985,-101.758,-256.6462
C143,108.1843,-98.209,-262.4713,C144,98.8905,-105.484,-263.3133,C161,109.2016,-109.116,-257.6992
C143,108.1843,-98.209,-262.4713,C160,118.3985,-101.758,-256.6462,C161,109.2016,-109.116,-257.6992
C144,98.8905,-105.484,-263.3133,C145,89.4746,-112.589,-263.7388,C162,99.8355,-116.305,-258.3528
C144,98.8905,-105.484,-263.3133,C161,109.2016,-109.116,-257.6992,C162,99.8355,-116.305,-258.3528
C145,89.4746,-112.589,-263.7388,C146,79.4294,-119.887,-263.7389,C163,89.8753,-123.702,-258.5734
C145,89.4746,-112.589,-263.7388,C162,99.8355,-116.305,-258.3528,C163,89.8753,-123.702,-258.5734
C146,79.4294,-119.887,-263.7389,C147,69.7628,-126.647,-263.3133,C164,79.7617,-130.889,-258.3528
C146,79.4294,-119.887,-263.7389,C163,89.8753,-123.702,-258.5734,C164,79.7617,-130.889,-258.3528
C147,69.7628,-126.647,-263.3133,C148,59.9722,-133.237,-262.4713,C165,70.0304,-137.575,-257.6992
C147,69.7628,-126.647,-263.3133,C164,79.7617,-130.889,-258.3528,C165,70.0304,-137.575,-257.6992
C148,59.9722,-133.237,-262.4713,C149,50.1219,-139.618,-261.2175,C166,60.1905,-144.048,-256.6462
C148,59.9722,-133.237,-262.4713,C165,70.0304,-137.575,-257.6992,C166,60.1905,-144.048,-256.6462
C149,50.1219,-139.618,-261.2175,C150,40.0765,-145.866,-259.5326,C167,50.1901,-150.4,-255.1484
C149,50.1219,-139.618,-261.2175,C166,60.1905,-144.048,-256.6462,C167,50.1901,-150.4,-255.1484
C150,40.0765,-145.866,-259.5326,C151,30.1031,-151.826,-257.4542,C168,40.1104,-156.515,-253.2474
C150,40.0765,-145.866,-259.5326,C167,50.1901,-150.4,-255.1484,C168,40.1104,-156.515,-253.2474
C151,30.1031,-151.826,-257.4542,C152,20.0662,-157.576,-254.9648,C169,30.1031,-162.375,-250.9348
C151,30.1031,-151.826,-257.4542,C168,40.1104,-156.515,-253.2474,C169,30.1031,-162.375,-250.9348
C152,20.0662,-157.576,-254.9648,C153,10.0323,-163.082,-252.0788,C170,20.0491,-167.983,-248.2334
C152,20.0662,-157.576,-254.9648,C169,30.1031,-162.375,-250.9348,C170,20.0491,-167.983,-248.2334
C153,10.0323,-163.082,-252.0788,D137,0,-166.674,-249.9196,C171,10.0311,-171.713,-246.2801
C153,10.0323,-163.082,-252.0788,C170,20.0491,-167.983,-248.2334,C171,10.0311,-171.713,-246.2801
D137,0,-166.674,-249.9196,D138,-10.0323,-163.082,-252.0788,D155,-10.0311,-171.713,-246.2801
D137,0,-166.674,-249.9196,C171,10.0311,-171.713,-246.2801,D154,0,-175.219,-244.0045
D137,0,-166.674,-249.9196,D154,0,-175.219,-244.0045,D155,-10.0311,-171.713,-246.2801
D138,-10.0323,-163.082,-252.0788,D139,-20.0662,-157.576,-254.9648,D156,-20.0491,-167.983,-248.2334
D138,-10.0323,-163.082,-252.0788,D155,-10.0311,-171.713,-246.2801,D156,-20.0491,-167.983,-248.2334
D139,-20.0662,-157.576,-254.9648,D140,-30.1031,-151.826,-257.4542,D157,-30.1031,-162.375,-250.9348
D139,-20.0662,-157.576,-254.9648,D156,-20.0491,-167.983,-248.2334,D157,-30.1031,-162.375,-250.9348
D140,-30.1031,-151.826,-257.4542,D141,-40.0765,-145.866,-259.5326,D158,-40.1104,-156.515,-253.2474
D140,-30.1031,-151.826,-257.4542,D157,-30.1031,-162.375,-250.9348,D158,-40.1104,-156.515,-253.2474
D141,-40.0765,-145.866,-259.5326,D142,-50.1219,-139.618,-261.2175,D159,-50.1901,-150.4,-255.1484
D141,-40.0765,-145.866,-259.5326,D158,-40.1104,-156.515,-253.2474,D159,-50.1901,-150.4,-255.1484
D142,-50.1219,-139.618,-261.2175,D143,-59.9722,-133.237,-262.4713,D160,-60.1905,-144.048,-256.6462
D142,-50.1219,-139.618,-261.2175,D159,-50.1901,-150.4,-255.1484,D160,-60.1905,-144.048,-256.6462
D143,-59.9722,-133.237,-262.4713,D144,-69.7628,-126.647,-263.3133,D161,-70.0304,-137.575,-257.6992
D143,-59.9722,-133.237,-262.4713,D160,-60.1905,-144.048,-256.6462,D161,-70.0304,-137.575,-257.6992
D144,-69.7628,-126.647,-263.3133,D145,-79.4294,-119.887,-263.7388,D162,-79.7617,-130.889,-258.3528
D144,-69.7628,-126.647,-263.3133,D161,-70.0304,-137.575,-257.6992,D162,-79.7617,-130.889,-258.3528
D145,-79.4294,-119.887,-263.7388,D146,-89.4746,-112.589,-263.7389,D163,-89.8753,-123.702,-258.5734
D145,-79.4294,-119.887,-263.7388,D162,-79.7617,-130.889,-258.3528,D163,-89.8753,-123.702,-258.5734
D146,-89.4746,-112.589,-263.7389,D147,-98.8905,-105.484,-263.3133,D164,-99.8355,-116.305,-258.3528
D146,-89.4746,-112.589,-263.7389,D163,-89.8753,-123.702,-258.5734,D164,-99.8355,-116.305,-258.3528
D147,-98.8905,-105.484,-263.3133,D148,-108.1843,-98.209,-262.4713,D165,-109.2016,-109.116,-257.6992
D147,-98.8905,-105.484,-263.3133,D164,-99.8355,-116.305,-258.3528,D165,-109.2016,-109.116,-257.6992
D148,-108.1843,-98.209,-262.4713,D149,-117.2968,-90.813,-261.2175,D166,-118.3985,-101.758,-256.6462
D148,-108.1843,-98.209,-262.4713,D165,-109.2016,-109.116,-257.6992,D166,-118.3985,-101.758,-256.6462
D149,-117.2968,-90.813,-261.2175,D150,-126.3425,-83.19,-259.5326,D167,-127.5302,-94.21,-255.1484
D149,-117.2968,-90.813,-261.2175,D166,-118.3985,-101.758,-256.6462,D167,-127.5302,-94.21,-255.1484
D150,-126.3425,-83.19,-259.5326,D151,-135.0933,-75.546,-257.4542,D168,-136.4603,-86.513,-253.2474
D150,-126.3425,-83.19,-259.5326,D167,-127.5302,-94.21,-255.1484,D168,-136.4603,-86.513,-253.2474
D151,-135.0933,-75.546,-257.4542,D152,-143.6637,-67.778,-254.9648,D169,-145.1256,-78.806,-250.9348
D151,-135.0933,-75.546,-257.4542,D168,-136.4603,-86.513,-253.2474,D169,-145.1256,-78.806,-250.9348
D152,-143.6637,-67.778,-254.9648,D153,-152.0002,-59.936,-252.0788,D170,-153.566,-70.977,-248.2334
D152,-143.6637,-67.778,-254.9648,D169,-145.1256,-78.806,-250.9348,D170,-153.566,-70.977,-248.2334
D153,-152.0002,-59.936,-252.0788,E137,-158.5168,-51.505,-249.9196,D171,-160.2098,-62.602,-246.2801
D153,-152.0002,-59.936,-252.0788,D170,-153.566,-70.977,-248.2334,D171,-160.2098,-62.602,-246.2801
E137,-158.5168,-51.505,-249.9196,E138,-158.2005,-40.853,-252.0788,E155,-166.4094,-43.522,-246.2801
E137,-158.5168,-51.505,-249.9196,D171,-160.2098,-62.602,-246.2801,E154,-166.6439,-54.145,-244.0045
E137,-158.5168,-51.505,-249.9196,E154,-166.6439,-54.145,-244.0045,E155,-166.4094,-43.522,-246.2801
E138,-158.2005,-40.853,-252.0788,E139,-156.0653,-29.609,-254.9648,E156,-165.957,-32.841,-248.2334
E138,-158.2005,-40.853,-252.0788,E155,-166.4094,-43.522,-246.2801,E156,-165.957,-32.841,-248.2334
E139,-156.0653,-29.609,-254.9648,E140,-153.698,-18.287,-257.4542,E157,-163.7303,-21.547,-250.9348
E139,-156.0653,-29.609,-254.9648,E156,-165.957,-32.841,-248.2334,E157,-163.7303,-21.547,-250.9348
E140,-153.698,-18.287,-257.4542,E141,-151.1111,-6.96,-259.5326,E158,-161.2499,-10.218,-253.2474
E140,-153.698,-18.287,-257.4542,E157,-163.7303,-21.547,-250.9348,E158,-161.2499,-10.218,-253.2474
E141,-151.1111,-6.96,-259.5326,E142,-148.2739,4.525,-261.2175,E159,-158.5493,1.258,-255.1484
E141,-151.1111,-6.96,-259.5326,E158,-161.2499,-10.218,-253.2474,E159,-158.5493,1.258,-255.1484
E142,-148.2739,4.525,-261.2175,E143,-145.2491,15.865,-262.4713,E160,-155.5983,12.731,-256.6462
E142,-148.2739,4.525,-261.2175,E159,-158.5493,1.258,-255.1484,E160,-155.5983,12.731,-256.6462
E143,-145.2491,15.865,-262.4713,E144,-142.0063,27.213,-263.3133,E161,-152.4828,24.09,-257.6992
E143,-145.2491,15.865,-262.4713,E160,-155.5983,12.731,-256.6462,E161,-152.4828,24.09,-257.6992
E144,-142.0063,27.213,-263.3133,E145,-138.5647,38.495,-263.7388,E162,-149.131,35.411,-258.3528
E144,-142.0063,27.213,-263.3133,E161,-152.4828,24.09,-257.6992,E162,-149.131,35.411,-258.3528
E145,-138.5647,38.495,-263.7388,E146,-134.7277,50.304,-263.7389,E163,-145.4213,47.251,-258.5734
E145,-138.5647,38.495,-263.7388,E162,-149.131,35.411,-258.3528,E163,-145.4213,47.251,-258.5734
E146,-134.7277,50.304,-263.7389,E147,-130.8804,61.454,-263.3133,E164,-141.4635,59.009,-258.3528
E146,-134.7277,50.304,-263.7389,E163,-145.4213,47.251,-258.5734,E164,-141.4635,59.009,-258.3528
E147,-130.8804,61.454,-263.3133,E148,-126.8337,72.541,-262.4713,E165,-137.5207,70.139,-257.6992
E147,-130.8804,61.454,-263.3133,E164,-141.4635,59.009,-258.3528,E165,-137.5207,70.139,-257.6992
E148,-126.8337,72.541,-262.4713,E149,-122.6154,83.493,-261.2175,E166,-133.3648,81.159,-256.6462
E148,-126.8337,72.541,-262.4713,E165,-137.5207,70.139,-257.6992,E166,-133.3648,81.159,-256.6462
E149,-122.6154,83.493,-261.2175,E150,-118.1604,94.452,-259.5326,E167,-129.0081,92.176,-255.1484
E149,-122.6154,83.493,-261.2175,E166,-133.3648,81.159,-256.6462,E167,-129.0081,92.176,-255.1484
E150,-118.1604,94.452,-259.5326,E151,-113.5953,105.137,-257.4542,E168,-124.4475,103.048,-253.2474
E150,-118.1604,94.452,-259.5326,E167,-129.0081,92.176,-255.1484,E168,-124.4475,103.048,-253.2474
E151,-113.5953,105.137,-257.4542,E152,-108.8552,115.688,-254.9648,E169,-119.7956,113.67,-250.9348
E151,-113.5953,105.137,-257.4542,E168,-124.4475,103.048,-253.2474,E169,-119.7956,113.67,-250.9348
E152,-108.8552,115.688,-254.9648,E153,-103.9736,126.04,-252.0788,E170,-114.9581,124.117,-248.2334
E152,-108.8552,115.688,-254.9648,E169,-119.7956,113.67,-250.9348,E170,-114.9581,124.117,-248.2334
E153,-103.9736,126.04,-252.0788,A137,-97.9688,134.843,-249.9196,E171,-109.0462,133.024,-246.2801
E153,-103.9736,126.04,-252.0788,E170,-114.9581,124.117,-248.2334,E171,-109.0462,133.024,-246.2801
A137,-97.9688,134.843,-249.9196,A155,-92.8155,144.816,-246.2801,A154,-102.9916,141.756,-244.0045
A137,-97.9688,134.843,-249.9196,E171,-109.0462,133.024,-246.2801,A154,-102.9916,141.756,-244.0045
A155,-92.8155,144.816,-246.2801,A156,-82.518,147.686,-248.2334,A174,-87.5221,154.586,-242.2464
A155,-92.8155,144.816,-246.2801,A154,-102.9916,141.756,-244.0045,A173,-97.7819,151.645,-240.1721
A155,-92.8155,144.816,-246.2801,A173,-97.7819,151.645,-240.1721,A174,-87.5221,154.586,-242.2464
A156,-82.518,147.686,-248.2334,A157,-71.0878,149.059,-250.9348,A175,-77.1678,157.311,-244.0053
A156,-82.518,147.686,-248.2334,A174,-87.5221,154.586,-242.2464,A175,-77.1678,157.311,-244.0053
A157,-71.0878,149.059,-250.9348,A158,-59.5475,150.2,-253.2474,A176,-65.6786,158.581,-246.533
A157,-71.0878,149.059,-250.9348,A175,-77.1678,157.311,-244.0053,A176,-65.6786,158.581,-246.533
A158,-59.5475,150.2,-253.2474,A159,-47.7988,151.178,-255.1484,A177,-53.9996,159.713,-248.6285
A158,-59.5475,150.2,-253.2474,A176,-65.6786,158.581,-246.533,A177,-53.9996,159.713,-248.6285
A159,-47.7988,151.178,-255.1484,A160,-35.9745,151.917,-256.6462,A178,-42.2064,160.582,-250.3445
A159,-47.7988,151.178,-255.1484,A177,-53.9996,159.713,-248.6285,A178,-42.2064,160.582,-250.3445
A160,-35.9745,151.917,-256.6462,A161,-24.2092,152.464,-257.6992,A179,-30.3762,161.18,-251.6714
A160,-35.9745,151.917,-256.6462,A178,-42.2064,160.582,-250.3445,A179,-30.3762,161.18,-251.6714
A161,-24.2092,152.464,-257.6992,A162,-12.4063,152.775,-258.3528,A180,-18.5836,161.617,-252.5369
A161,-24.2092,152.464,-257.6992,A179,-30.3762,161.18,-251.6714,A180,-18.5836,161.617,-252.5369
A162,-12.4063,152.775,-258.3528,A163,0,152.905,-258.5734,A181,-6.2083,161.908,-252.9578
A162,-12.4063,152.775,-258.3528,A180,-18.5836,161.617,-252.5369,A181,-6.2083,161.908,-252.9578
A163,0,152.905,-258.5734,A164,12.4063,152.775,-258.3528,A182,6.2083,161.908,-252.9578
A163,0,152.905,-258.5734,A181,-6.2083,161.908,-252.9578,A182,6.2083,161.908,-252.9578
A164,12.4063,152.775,-258.3528,A165,24.2092,152.464,-257.6992,A183,18.5836,161.617,-252.5369
A164,12.4063,152.775,-258.3528,A182,6.2083,161.908,-252.9578,A183,18.5836,161.617,-252.5369
A165,24.2092,152.464,-257.6992,A166,35.9745,151.917,-256.6462,A184,30.3762,161.18,-251.6714
A165,24.2092,152.464,-257.6992,A183,18.5836,161.617,-252.5369,A184,30.3762,161.18,-251.6714
A166,35.9745,151.917,-256.6462,A167,47.7988,151.178,-255.1484,A185,42.2064,160.582,-250.3445
A166,35.9745,151.917,-256.6462,A184,30.3762,161.18,-251.6714,A185,42.2064,160.582,-250.3445
A167,47.7988,151.178,-255.1484,A168,59.5475,150.2,-253.2474,A186,53.9996,159.713,-248.6285
A167,47.7988,151.178,-255.1484,A185,42.2064,160.582,-250.3445,A186,53.9996,159.713,-248.6285
A168,59.5475,150.2,-253.2474,A169,71.0878,149.059,-250.9348,A187,65.6786,158.581,-246.533
A168,59.5475,150.2,-253.2474,A186,53.9996,159.713,-248.6285,A187,65.6786,158.581,-246.533
A169,71.0878,149.059,-250.9348,A170,82.518,147.686,-248.2334,A188,77.1678,157.311,-244.0053
A169,71.0878,149.059,-250.9348,A187,65.6786,158.581,-246.533,A188,77.1678,157.311,-244.0053
A170,82.518,147.686,-248.2334,A171,92.8155,144.816,-246.2801,A189,87.5221,154.586,-242.2464
A170,82.518,147.686,-248.2334,A188,77.1678,157.311,-244.0053,A189,87.5221,154.586,-242.2464
A171,92.8155,144.816,-246.2801,B154,102.9916,141.756,-244.0045,A190,97.7819,151.645,-240.1721
A171,92.8155,144.816,-246.2801,A189,87.5221,154.586,-242.2464,A190,97.7819,151.645,-240.1721
B154,102.9916,141.756,-244.0045,B155,109.0462,133.024,-246.2801,B173,114.0068,139.857,-240.1721
B154,102.9916,141.756,-244.0045,A190,97.7819,151.645,-240.1721,B172,107.8912,148.5,-237.7973
B154,102.9916,141.756,-244.0045,B172,107.8912,148.5,-237.7973,B173,114.0068,139.857,-240.1721
B155,109.0462,133.024,-246.2801,B156,114.9581,124.117,-248.2334,B174,119.9739,131.008,-242.2464
B155,109.0462,133.024,-246.2801,B173,114.0068,139.857,-240.1721,B174,119.9739,131.008,-242.2464
B156,114.9581,124.117,-248.2334,B157,119.7956,113.67,-250.9348,B175,125.7654,122.003,-244.0053
B156,114.9581,124.117,-248.2334,B174,119.9739,131.008,-242.2464,B175,125.7654,122.003,-244.0053
B157,119.7956,113.67,-250.9348,B158,124.4475,103.048,-253.2474,B176,130.5237,111.469,-246.533
B157,119.7956,113.67,-250.9348,B175,125.7654,122.003,-244.0053,B176,130.5237,111.469,-246.533
B158,124.4475,103.048,-253.2474,B159,129.0081,92.176,-255.1484,B177,135.2089,100.711,-248.6285
B158,124.4475,103.048,-253.2474,B176,130.5237,111.469,-246.533,B177,135.2089,100.711,-248.6285
B159,129.0081,92.176,-255.1484,B160,133.3648,81.159,-256.6462,B178,139.6796,89.763,-250.3445
B159,129.0081,92.176,-255.1484,B177,135.2089,100.711,-248.6285,B178,139.6796,89.763,-250.3445
B160,133.3648,81.159,-256.6462,B161,137.5207,70.139,-257.6992,B179,143.9045,78.697,-251.6714
B160,133.3648,81.159,-256.6462,B178,139.6796,89.763,-250.3445,B179,143.9045,78.697,-251.6714
B161,137.5207,70.139,-257.6992,B162,141.4635,59.009,-258.3528,B180,147.9638,67.617,-252.5369
B161,137.5207,70.139,-257.6992,B179,143.9045,78.697,-251.6714,B180,147.9638,67.617,-252.5369
B162,141.4635,59.009,-258.3528,B163,145.4213,47.251,-258.5734,B181,152.0645,55.937,-252.9578
B162,141.4635,59.009,-258.3528,B180,147.9638,67.617,-252.5369,B181,152.0645,55.937,-252.9578
B163,145.4213,47.251,-258.5734,B164,149.131,35.411,-258.3528,B182,155.9015,44.128,-252.9578
B163,145.4213,47.251,-258.5734,B181,152.0645,55.937,-252.9578,B182,155.9015,44.128,-252.9578
B164,149.131,35.411,-258.3528,B165,152.4828,24.09,-257.6992,B183,159.4491,32.269,-252.5369
B164,149.131,35.411,-258.3528,B182,155.9015,44.128,-252.9578,B183,159.4491,32.269,-252.5369
B165,152.4828,24.09,-257.6992,B166,155.5983,12.731,-256.6462,B184,162.678,20.918,-251.6714
B165,152.4828,24.09,-257.6992,B183,159.4491,32.269,-252.5369,B184,162.678,20.918,-251.6714
B166,155.5983,12.731,-256.6462,B167,158.5493,1.258,-255.1484,B185,165.7645,9.482,-250.3445
B166,155.5983,12.731,-256.6462,B184,162.678,20.918,-251.6714,B185,165.7645,9.482,-250.3445
B167,158.5493,1.258,-255.1484,B168,161.2499,-10.218,-253.2474,B186,168.5824,-2.002,-248.6285
B167,158.5493,1.258,-255.1484,B185,165.7645,9.482,-250.3445,B186,168.5824,-2.002,-248.6285
B168,161.2499,-10.218,-253.2474,B169,163.7303,-21.547,-250.9348,B187,171.1154,-13.459,-246.533
B168,161.2499,-10.218,-253.2474,B186,168.5824,-2.002,-248.6285,B187,171.1154,-13.459,-246.533
B169,163.7303,-21.547,-250.9348,B170,165.957,-32.841,-248.2334,B188,173.4577,-24.779,-244.0053
B169,163.7303,-21.547,-250.9348,B187,171.1154,-13.459,-246.533,B188,173.4577,-24.779,-244.0053
B170,165.957,-32.841,-248.2334,B171,166.4094,-43.522,-246.2801,B189,174.0655,-35.468,-242.2464
B170,165.957,-32.841,-248.2334,B188,173.4577,-24.779,-244.0053,B189,174.0655,-35.468,-242.2464
B171,166.4094,-43.522,-246.2801,C154,166.6439,-54.145,-244.0045,B190,174.4393,-46.135,-240.1721
B171,166.4094,-43.522,-246.2801,B189,174.0655,-35.468,-242.2464,B190,174.4393,-46.135,-240.1721
C154,166.6439,-54.145,-244.0045,C155,160.2098,-62.602,-246.2801,C173,168.242,-65.208,-240.1721
C154,166.6439,-54.145,-244.0045,B190,174.4393,-46.135,-240.1721,C172,174.5716,-56.721,-237.7973
C154,166.6439,-54.145,-244.0045,C172,174.5716,-56.721,-237.7973,C173,168.242,-65.208,-240.1721
C155,160.2098,-62.602,-246.2801,C156,153.566,-70.977,-248.2334,C174,161.67,-73.618,-242.2464
C155,160.2098,-62.602,-246.2801,C173,168.242,-65.208,-240.1721,C174,161.67,-73.618,-242.2464
C156,153.566,-70.977,-248.2334,C157,145.1256,-78.806,-250.9348,C175,154.8951,-81.909,-244.0053
C156,153.566,-70.977,-248.2334,C174,161.67,-73.618,-242.2464,C175,154.8951,-81.909,-244.0053
C157,145.1256,-78.806,-250.9348,C158,136.4603,-86.513,-253.2474,C176,146.3467,-89.689,-246.533
C157,145.1256,-78.806,-250.9348,C175,154.8951,-81.909,-244.0053,C176,146.3467,-89.689,-246.533
C158,136.4603,-86.513,-253.2474,C159,127.5302,-94.21,-255.1484,C177,137.5632,-97.47,-248.6285
C158,136.4603,-86.513,-253.2474,C176,146.3467,-89.689,-246.533,C177,137.5632,-97.47,-248.6285
C159,127.5302,-94.21,-255.1484,C160,118.3985,-101.758,-256.6462,C178,128.5331,-105.104,-250.3445
C159,127.5302,-94.21,-255.1484,C177,137.5632,-97.47,-248.6285,C178,128.5331,-105.104,-250.3445
C160,118.3985,-101.758,-256.6462,C161,109.2016,-109.116,-257.6992,C179,119.314,-112.542,-251.6714
C160,118.3985,-101.758,-256.6462,C178,128.5331,-105.104,-250.3445,C179,119.314,-112.542,-251.6714
C161,109.2016,-109.116,-257.6992,C162,99.8355,-116.305,-258.3528,C180,110.0303,-119.827,-252.5369
C161,109.2016,-109.116,-257.6992,C179,119.314,-112.542,-251.6714,C180,110.0303,-119.827,-252.5369
C162,99.8355,-116.305,-258.3528,C163,89.8753,-123.702,-258.5734,C181,100.1894,-127.336,-252.9578
C162,99.8355,-116.305,-258.3528,C180,110.0303,-119.827,-252.5369,C181,100.1894,-127.336,-252.9578
C163,89.8753,-123.702,-258.5734,C164,79.7617,-130.889,-258.3528,C182,90.1441,-134.635,-252.9578
C163,89.8753,-123.702,-258.5734,C181,100.1894,-127.336,-252.9578,C182,90.1441,-134.635,-252.9578
C164,79.7617,-130.889,-258.3528,C165,70.0304,-137.575,-257.6992,C183,79.9614,-141.673,-252.5369
C164,79.7617,-130.889,-258.3528,C182,90.1441,-134.635,-252.9578,C183,79.9614,-141.673,-252.5369
C165,70.0304,-137.575,-257.6992,C166,60.1905,-144.048,-256.6462,C184,70.1644,-148.252,-251.6714
C165,70.0304,-137.575,-257.6992,C183,79.9614,-141.673,-252.5369,C184,70.1644,-148.252,-251.6714
C166,60.1905,-144.048,-256.6462,C167,50.1901,-150.4,-255.1484,C185,60.2418,-154.721,-250.3445
C166,60.1905,-144.048,-256.6462,C184,70.1644,-148.252,-251.6714,C185,60.2418,-154.721,-250.3445
C167,50.1901,-150.4,-255.1484,C168,40.1104,-156.515,-253.2474,C186,50.1901,-160.95,-248.6285
C167,50.1901,-150.4,-255.1484,C185,60.2418,-154.721,-250.3445,C186,50.1901,-160.95,-248.6285
C168,40.1104,-156.515,-253.2474,C169,30.1031,-162.375,-250.9348,C187,40.0765,-166.899,-246.533
